h1 ping -c100 h2

PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_req=37 ttl=64 time=0.093 ms
64 bytes from 10.0.0.2: icmp_req=38 ttl=64 time=0.087 ms
64 bytes from 10.0.0.2: icmp_req=39 ttl=64 time=0.047 ms
64 bytes from 10.0.0.2: icmp_req=40 ttl=64 time=0.081 ms
64 bytes from 10.0.0.2: icmp_req=41 ttl=64 time=0.122 ms
64 bytes from 10.0.0.2: icmp_req=42 ttl=64 time=0.112 ms
64 bytes from 10.0.0.2: icmp_req=43 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_req=44 ttl=64 time=0.099 ms
64 bytes from 10.0.0.2: icmp_req=45 ttl=64 time=0.140 ms
64 bytes from 10.0.0.2: icmp_req=46 ttl=64 time=0.357 ms
64 bytes from 10.0.0.2: icmp_req=47 ttl=64 time=0.110 ms
64 bytes from 10.0.0.2: icmp_req=48 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_req=49 ttl=64 time=0.110 ms
64 bytes from 10.0.0.2: icmp_req=50 ttl=64 time=0.110 ms
64 bytes from 10.0.0.2: icmp_req=51 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_req=52 ttl=64 time=0.144 ms
64 bytes from 10.0.0.2: icmp_req=53 ttl=64 time=0.155 ms
64 bytes from 10.0.0.2: icmp_req=54 ttl=64 time=0.103 ms
64 bytes from 10.0.0.2: icmp_req=55 ttl=64 time=0.101 ms
64 bytes from 10.0.0.2: icmp_req=56 ttl=64 time=0.104 ms
64 bytes from 10.0.0.2: icmp_req=57 ttl=64 time=0.103 ms
64 bytes from 10.0.0.2: icmp_req=58 ttl=64 time=0.106 ms
64 bytes from 10.0.0.2: icmp_req=59 ttl=64 time=0.226 ms
64 bytes from 10.0.0.2: icmp_req=60 ttl=64 time=0.092 ms
64 bytes from 10.0.0.2: icmp_req=61 ttl=64 time=0.091 ms
64 bytes from 10.0.0.2: icmp_req=62 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_req=63 ttl=64 time=0.100 ms
64 bytes from 10.0.0.2: icmp_req=64 ttl=64 time=0.419 ms
64 bytes from 10.0.0.2: icmp_req=65 ttl=64 time=0.099 ms
64 bytes from 10.0.0.2: icmp_req=66 ttl=64 time=0.107 ms
64 bytes from 10.0.0.2: icmp_req=67 ttl=64 time=0.103 ms
64 bytes from 10.0.0.2: icmp_req=68 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_req=69 ttl=64 time=0.103 ms
64 bytes from 10.0.0.2: icmp_req=70 ttl=64 time=0.109 ms
64 bytes from 10.0.0.2: icmp_req=71 ttl=64 time=0.104 ms
64 bytes from 10.0.0.2: icmp_req=72 ttl=64 time=0.099 ms
64 bytes from 10.0.0.2: icmp_req=73 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_req=74 ttl=64 time=0.105 ms
64 bytes from 10.0.0.2: icmp_req=75 ttl=64 time=0.103 ms
64 bytes from 10.0.0.2: icmp_req=76 ttl=64 time=0.085 ms
64 bytes from 10.0.0.2: icmp_req=77 ttl=64 time=0.105 ms
64 bytes from 10.0.0.2: icmp_req=78 ttl=64 time=0.101 ms
64 bytes from 10.0.0.2: icmp_req=79 ttl=64 time=0.363 ms
64 bytes from 10.0.0.2: icmp_req=80 ttl=64 time=0.101 ms
64 bytes from 10.0.0.2: icmp_req=81 ttl=64 time=0.107 ms
64 bytes from 10.0.0.2: icmp_req=82 ttl=64 time=0.101 ms
64 bytes from 10.0.0.2: icmp_req=83 ttl=64 time=0.101 ms
64 bytes from 10.0.0.2: icmp_req=84 ttl=64 time=0.096 ms
64 bytes from 10.0.0.2: icmp_req=85 ttl=64 time=0.087 ms
64 bytes from 10.0.0.2: icmp_req=86 ttl=64 time=0.101 ms
64 bytes from 10.0.0.2: icmp_req=87 ttl=64 time=0.093 ms
64 bytes from 10.0.0.2: icmp_req=88 ttl=64 time=0.074 ms
64 bytes from 10.0.0.2: icmp_req=89 ttl=64 time=0.101 ms
64 bytes from 10.0.0.2: icmp_req=90 ttl=64 time=0.082 ms
64 bytes from 10.0.0.2: icmp_req=91 ttl=64 time=0.106 ms
64 bytes from 10.0.0.2: icmp_req=92 ttl=64 time=0.100 ms
64 bytes from 10.0.0.2: icmp_req=93 ttl=64 time=0.107 ms
64 bytes from 10.0.0.2: icmp_req=94 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_req=95 ttl=64 time=0.104 ms
64 bytes from 10.0.0.2: icmp_req=96 ttl=64 time=0.073 ms
64 bytes from 10.0.0.2: icmp_req=97 ttl=64 time=0.104 ms
64 bytes from 10.0.0.2: icmp_req=98 ttl=64 time=0.105 ms
64 bytes from 10.0.0.2: icmp_req=99 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_req=100 ttl=64 time=0.100 ms

--- 10.0.0.2 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99002ms
rtt min/avg/max/mdev = 0.047/0.562/44.917/4.458 ms
