h1 ping -c100 h5

PING 10.0.0.5 (10.0.0.5) 56(84) bytes of data.
64 bytes from 10.0.0.5: icmp_req=28 ttl=64 time=25.0 ms
64 bytes from 10.0.0.5: icmp_req=29 ttl=64 time=52.8 ms
64 bytes from 10.0.0.5: icmp_req=30 ttl=64 time=39.8 ms
64 bytes from 10.0.0.5: icmp_req=31 ttl=64 time=21.0 ms
64 bytes from 10.0.0.5: icmp_req=32 ttl=64 time=50.5 ms
64 bytes from 10.0.0.5: icmp_req=33 ttl=64 time=28.5 ms
64 bytes from 10.0.0.5: icmp_req=34 ttl=64 time=11.0 ms
64 bytes from 10.0.0.5: icmp_req=35 ttl=64 time=46.3 ms
64 bytes from 10.0.0.5: icmp_req=36 ttl=64 time=25.8 ms
64 bytes from 10.0.0.5: icmp_req=37 ttl=64 time=6.07 ms
64 bytes from 10.0.0.5: icmp_req=38 ttl=64 time=39.1 ms
64 bytes from 10.0.0.5: icmp_req=39 ttl=64 time=19.5 ms
64 bytes from 10.0.0.5: icmp_req=40 ttl=64 time=55.7 ms
64 bytes from 10.0.0.5: icmp_req=41 ttl=64 time=34.4 ms
64 bytes from 10.0.0.5: icmp_req=42 ttl=64 time=21.6 ms
64 bytes from 10.0.0.5: icmp_req=43 ttl=64 time=55.3 ms
64 bytes from 10.0.0.5: icmp_req=44 ttl=64 time=36.1 ms
64 bytes from 10.0.0.5: icmp_req=45 ttl=64 time=21.0 ms
64 bytes from 10.0.0.5: icmp_req=46 ttl=64 time=51.6 ms
64 bytes from 10.0.0.5: icmp_req=47 ttl=64 time=31.2 ms
64 bytes from 10.0.0.5: icmp_req=48 ttl=64 time=14.4 ms
64 bytes from 10.0.0.5: icmp_req=49 ttl=64 time=44.0 ms
64 bytes from 10.0.0.5: icmp_req=50 ttl=64 time=30.6 ms
64 bytes from 10.0.0.5: icmp_req=51 ttl=64 time=10.3 ms
64 bytes from 10.0.0.5: icmp_req=52 ttl=64 time=39.5 ms
64 bytes from 10.0.0.5: icmp_req=53 ttl=64 time=21.1 ms
64 bytes from 10.0.0.5: icmp_req=54 ttl=64 time=54.9 ms
64 bytes from 10.0.0.5: icmp_req=55 ttl=64 time=77.4 ms
64 bytes from 10.0.0.5: icmp_req=56 ttl=64 time=20.4 ms
64 bytes from 10.0.0.5: icmp_req=57 ttl=64 time=51.9 ms
64 bytes from 10.0.0.5: icmp_req=58 ttl=64 time=35.8 ms
64 bytes from 10.0.0.5: icmp_req=59 ttl=64 time=17.0 ms
64 bytes from 10.0.0.5: icmp_req=60 ttl=64 time=56.0 ms
64 bytes from 10.0.0.5: icmp_req=61 ttl=64 time=37.4 ms
64 bytes from 10.0.0.5: icmp_req=62 ttl=64 time=18.8 ms
64 bytes from 10.0.0.5: icmp_req=63 ttl=64 time=50.5 ms
64 bytes from 10.0.0.5: icmp_req=64 ttl=64 time=30.7 ms
64 bytes from 10.0.0.5: icmp_req=65 ttl=64 time=17.5 ms
64 bytes from 10.0.0.5: icmp_req=66 ttl=64 time=50.2 ms
64 bytes from 10.0.0.5: icmp_req=67 ttl=64 time=32.5 ms
64 bytes from 10.0.0.5: icmp_req=68 ttl=64 time=17.9 ms
64 bytes from 10.0.0.5: icmp_req=69 ttl=64 time=49.4 ms
64 bytes from 10.0.0.5: icmp_req=70 ttl=64 time=31.3 ms
64 bytes from 10.0.0.5: icmp_req=71 ttl=64 time=12.9 ms
64 bytes from 10.0.0.5: icmp_req=72 ttl=64 time=43.2 ms
64 bytes from 10.0.0.5: icmp_req=73 ttl=64 time=23.0 ms
64 bytes from 10.0.0.5: icmp_req=74 ttl=64 time=56.7 ms
64 bytes from 10.0.0.5: icmp_req=75 ttl=64 time=38.3 ms
64 bytes from 10.0.0.5: icmp_req=76 ttl=64 time=21.0 ms
64 bytes from 10.0.0.5: icmp_req=77 ttl=64 time=51.2 ms
64 bytes from 10.0.0.5: icmp_req=78 ttl=64 time=33.3 ms
64 bytes from 10.0.0.5: icmp_req=79 ttl=64 time=12.5 ms
64 bytes from 10.0.0.5: icmp_req=80 ttl=64 time=48.0 ms
64 bytes from 10.0.0.5: icmp_req=81 ttl=64 time=25.7 ms
64 bytes from 10.0.0.5: icmp_req=82 ttl=64 time=10.6 ms
64 bytes from 10.0.0.5: icmp_req=83 ttl=64 time=44.8 ms
64 bytes from 10.0.0.5: icmp_req=84 ttl=64 time=24.5 ms
64 bytes from 10.0.0.5: icmp_req=85 ttl=64 time=57.7 ms
64 bytes from 10.0.0.5: icmp_req=86 ttl=64 time=45.9 ms
64 bytes from 10.0.0.5: icmp_req=87 ttl=64 time=47.1 ms
64 bytes from 10.0.0.5: icmp_req=88 ttl=64 time=29.7 ms
64 bytes from 10.0.0.5: icmp_req=89 ttl=64 time=13.7 ms
64 bytes from 10.0.0.5: icmp_req=90 ttl=64 time=52.7 ms
64 bytes from 10.0.0.5: icmp_req=91 ttl=64 time=37.8 ms
64 bytes from 10.0.0.5: icmp_req=92 ttl=64 time=20.6 ms
64 bytes from 10.0.0.5: icmp_req=93 ttl=64 time=52.1 ms
64 bytes from 10.0.0.5: icmp_req=94 ttl=64 time=36.2 ms
64 bytes from 10.0.0.5: icmp_req=95 ttl=64 time=21.0 ms
64 bytes from 10.0.0.5: icmp_req=96 ttl=64 time=53.4 ms
64 bytes from 10.0.0.5: icmp_req=97 ttl=64 time=33.6 ms
64 bytes from 10.0.0.5: icmp_req=98 ttl=64 time=14.7 ms
64 bytes from 10.0.0.5: icmp_req=99 ttl=64 time=45.4 ms
64 bytes from 10.0.0.5: icmp_req=100 ttl=64 time=30.4 ms

--- 10.0.0.5 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99179ms
rtt min/avg/max/mdev = 6.079/34.429/77.430/14.976 ms
