h1 ping -c100 h2

PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_req=83 ttl=64 time=17.6 ms
64 bytes from 10.0.0.2: icmp_req=84 ttl=64 time=44.2 ms
64 bytes from 10.0.0.2: icmp_req=85 ttl=64 time=24.1 ms
64 bytes from 10.0.0.2: icmp_req=86 ttl=64 time=15.6 ms
64 bytes from 10.0.0.2: icmp_req=87 ttl=64 time=48.5 ms
64 bytes from 10.0.0.2: icmp_req=88 ttl=64 time=26.0 ms
64 bytes from 10.0.0.2: icmp_req=89 ttl=64 time=4.05 ms
64 bytes from 10.0.0.2: icmp_req=90 ttl=64 time=33.6 ms
64 bytes from 10.0.0.2: icmp_req=91 ttl=64 time=28.4 ms
64 bytes from 10.0.0.2: icmp_req=92 ttl=64 time=5.88 ms
64 bytes from 10.0.0.2: icmp_req=93 ttl=64 time=34.4 ms
64 bytes from 10.0.0.2: icmp_req=94 ttl=64 time=12.0 ms
64 bytes from 10.0.0.2: icmp_req=95 ttl=64 time=41.6 ms
64 bytes from 10.0.0.2: icmp_req=96 ttl=64 time=36.3 ms
64 bytes from 10.0.0.2: icmp_req=97 ttl=64 time=9.88 ms
64 bytes from 10.0.0.2: icmp_req=98 ttl=64 time=37.1 ms
64 bytes from 10.0.0.2: icmp_req=99 ttl=64 time=16.1 ms
64 bytes from 10.0.0.2: icmp_req=100 ttl=64 time=42.9 ms

--- 10.0.0.2 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 99186ms
rtt min/avg/max/mdev = 1.459/27.384/85.776/15.706 ms
